Date,ATemp,Pg,Rt,NEM
2000-12-31,0.707692307692308,NA,NA,NA
2001-01-01,1.1625,117.80558770809,-110.07324022871,7.73234747938038
2001-01-02,-0.05625,-61.0857530649427,73.4354039505876,12.3496508856449
2001-01-03,-2.02604166666667,-25.1625620007679,96.9068661864569,71.744304185689
2001-01-04,0.944791666666667,-74.6834727196429,80.7850557606547,6.10158304101178
2001-01-05,6.79555555555556,54.6107878048642,-138.190857906128,-83.5800701012637
2001-01-06,5.22916666666667,129.900569358947,-55.9696159050836,73.9309534538633
2001-01-07,13.3635416666667,95.8860819470922,-210.749285808565,-114.863203861473
2001-01-08,6.1,129.502943087049,-92.6690120577493,36.8339310292998
2001-01-09,2.353125,211.715345774482,-87.5547366507061,124.160609123775
2001-01-10,3.9625,133.872350244229,-102.36994325877,31.5024069854587
2001-01-11,11.1208333333333,86.9978670569535,-121.841100742154,-34.8432336852007
2001-01-12,6.63958333333333,48.2793724428958,-75.8470912896141,-27.5677188467183
2001-01-13,8.909375,141.106342048978,-87.0721233344015,54.0342187145766
2001-01-14,15.9166666666667,197.811190867892,-216.158375123961,-18.3471842560693
2001-01-15,13.3520833333333,196.617214797049,-211.057169042237,-14.4399542451875
2001-01-16,9.71770833333333,-214.677607843184,155.2557011954,-59.4219066477843
2001-01-17,17.0170454545455,359.638149747732,62.2262233151529,421.864373062885
2001-01-18,19.7958333333333,-27.0216222709943,-20.9107243397488,-47.9323466107432
2001-01-19,9.13541666666667,-2.0320953705049,6.32936079986087,4.29726542935598
2001-01-20,2.26354166666667,137.652969126602,-117.591697645274,20.0612714813282
2001-01-21,1.78020833333333,151.021183388907,-142.042814018659,8.97836937024817
2001-01-22,2.56041666666667,-64.2746756095031,0.190955443823327,-64.0837201656798
2001-01-23,5.00833333333333,111.172197584881,-83.5003825467657,27.6718150381158
2001-01-24,7.0875,118.17303292598,-124.934574393197,-6.7615414672172
2001-01-25,6.2875,150.788029201292,-166.328366375142,-15.5403371738495
2001-01-26,12.9882978723404,134.431848260992,-137.264468525206,-2.83262026421397
2001-01-27,14.5208333333333,165.86762489621,-120.758927989268,45.1086969069415
2001-01-28,16.48125,151.448985074337,-240.355011856776,-88.906026782439
2001-01-29,15.80625,73.1678292643179,-148.791208151156,-75.6233788868378
2001-01-30,14.6291666666667,207.677845253222,-80.913605244044,126.764240009178
2001-01-31,13.8177083333333,147.057779224213,-116.13029600035,30.9274832238628
2001-02-01,8.89895833333333,39.2470094319396,-60.74134968711,-21.4943402551704
2001-02-02,7.52916666666667,36.4096862244475,-7.25123169995698,29.1584545244905
2001-02-03,5.68958333333333,6.52872366994292,17.6472184992741,24.175942169217
2001-02-04,7.87291666666667,119.331039067215,-68.5992852497167,50.7317538174985
2001-02-05,7.40104166666667,147.075661664822,-182.302231647068,-35.2265699822464
2001-02-06,9.48645833333333,219.919714109483,-182.193101342452,37.7266127670314
2001-02-07,13.0875,113.616943212072,-120.74542501611,-7.12848180403741
2001-02-08,17.1333333333333,46.3498724390391,-164.192708332925,-117.842835893886
2001-02-09,17.965625,165.295087693002,-200.909257412942,-35.6141697199403
2001-02-10,9.90208333333333,155.462821442434,-113.601392105716,41.8614293367181
2001-02-11,11.743023255814,-18.4165588316699,422.374357440501,403.957798608831
2001-02-12,17.3686046511628,14.5965862550719,-93.8214132174207,-79.2248269623489
2001-02-13,17.8552083333333,NA,NA,NA
2001-02-14,19.9572916666667,NA,NA,NA
2001-02-15,21.090625,NA,NA,NA
2001-02-16,17.5645833333333,NA,NA,NA
2001-02-17,9.32291666666667,NA,NA,NA
2001-02-18,9.23229166666667,NA,NA,NA
2001-02-19,14.0052083333333,NA,NA,NA
2001-02-20,18.6885416666667,NA,NA,NA
2001-02-21,17.9947916666667,NA,NA,NA
2001-02-22,15.8458333333333,NA,NA,NA
2001-02-23,15.3979166666667,NA,NA,NA
2001-02-24,20.7645833333333,NA,NA,NA
2001-02-25,20.1572916666667,NA,NA,NA
2001-02-26,19.7614583333333,4.54318347070002,-243.004842227174,-238.461658756473
2001-02-27,19.653125,298.543176057332,-184.439533063907,114.103642993425
2001-02-28,18.5489583333333,126.796498603057,-172.10788159469,-45.311382991633
2001-03-01,19.609375,-23.2188551682005,-12.4991931373118,-35.7180483055123
2001-03-02,22.0770833333333,217.347167624728,-221.409635459342,-4.06246783461418
2001-03-03,20.6617021276596,120.90976297964,-115.537449316475,5.3723136631648
2001-03-04,13.1739583333333,100.457764851099,-106.361296324259,-5.90353147315986
2001-03-05,12.1677083333333,134.776487427788,-99.4637823571973,35.312705070591
2001-03-06,10.5291666666667,84.5378266440611,-94.4051729235126,-9.8673462794515
2001-03-07,10.1760416666667,243.801728496591,-338.919388759668,-95.1176602630773
2001-03-08,15.0369565217391,203.609076625653,-181.967832696465,21.6412439291878
2001-03-09,10.8447916666667,95.3176685694356,-97.5946510120157,-2.27698244258012
2001-03-10,9.41979166666667,370.056057035772,-385.745928132159,-15.6898710963866
2001-03-11,17.1652173913043,219.920799348254,-306.637018622482,-86.7162192742286
2001-03-12,18.0229166666667,133.90393244341,-312.91024320483,-179.006310761419
2001-03-13,17.5790697674419,494.168588972136,-582.625781643461,-88.4571926713245
2001-03-14,15.328125,159.242796930217,-245.267572827616,-86.0247758973991
2001-03-15,16.3479166666667,NA,NA,NA
2001-03-16,13.9822916666667,-24.7852781896663,-110.314217727337,-135.099495917003
2001-03-17,9.95833333333333,49.6755561279026,-60.0126556406126,-10.3370995127101
2001-03-18,11.4802083333333,58.6387801827955,-22.758965928951,35.8798142538445
